symptom,grangerCausalityPVal,mmcorrelation,time_lag,abscorrelation,ccfauc,ccf_lag1,grangerCasualityFtest,state
symptom:Myocardial infarction,0.08903320835561,6.357529437037632,5.0,54.34808725469979,0.22737321766625038,0.41143580241941,2.9332825119397516,DE
symptom:Myoclonus,0.8337934239304196,8.72916007342237,10.0,43.211759734786504,0.30669532881827966,-0.03486929552503071,0.04420047560292056,DE
symptom:Nasal congestion,4.9350955541744545e-09,5.506908850459934,-2.0,82.17304086770176,0.19385776523652132,-0.918911999015835,39.02364156911077,DE
symptom:Nasal polyp,0.90995447122192,8.896559908854991,1.0,59.4297705176247,0.3520973004620546,0.15018039116399784,0.012838065438441577,DE
symptom:Nausea,0.005049116801067663,7.095127914800044,11.0,52.844130428947935,0.2660471557623197,-0.5302125896388201,8.122012208054889,DE
symptom:Neck mass,0.03444757045595317,7.706078865750996,23.0,31.466591611036005,0.2771148279426968,0.4968955841086986,4.563000546414406,DE
symptom:Neck pain,0.721691058084628,9.43372355449712,-47.0,37.94184163877532,0.3638208594096145,0.10697690518387049,0.12740125247124928,DE
symptom:Neonatal jaundice,0.7918063823826322,4.018054225563479,-75.0,32.679610138764104,0.1459796904254863,0.010582131576313714,0.06995047000678307,DE
symptom:Nerve injury,0.4269757289508451,7.517790485157289,-23.0,49.29330400741466,0.2692371995458573,0.12170331191847517,0.6348080801421201,DE
symptom:Neuralgia,0.9952102163733513,8.555813395362575,-13.0,35.392831220832406,0.31255013107369667,0.03314133805937125,3.616945322611588e-05,DE
symptom:Neutropenia,0.41880637966751955,8.557769697340074,3.0,39.73566644528376,0.3181244557163155,0.20897896200327004,0.6576245399460993,DE
symptom:Night sweats,1.6738306292646145e-07,5.9327456698024745,-1.0,70.28260063070886,0.2229808863381109,-0.6502426559231758,30.42470685756069,DE
symptom:Night terror,0.6758795420028461,7.818653079308818,-11.0,27.071391837973387,0.28839734965964475,-0.00434607483787719,0.17555271051525084,DE
symptom:Nocturnal enuresis,0.025915944722120426,6.839932555506326,-83.0,22.489455307010005,0.2515047752670704,0.5318835228671279,5.0713121706855215,DE
symptom:Nodule,0.18547287862244138,7.993471800469002,11.0,40.296825887837194,0.28219363605908987,0.254238845002539,1.770968640240184,DE
symptom:Nosebleed,0.6464083964231204,7.112373000473622,12.0,57.58682075747227,0.27970978793943746,0.20057674972881223,0.21139065634303728,DE
symptom:Nystagmus,0.08794412054110881,8.221496086250184,-10.0,29.252750270769315,0.2973618003249151,0.37458277950081165,2.9536238474116936,DE
symptom:Obesity,0.06518454888467662,6.232649831356311,-44.0,67.32105198805765,0.20927060279446144,0.31267797907973627,3.455567695092469,DE
symptom:Onychorrhexis,0.11248937273214185,6.131419710108235,14.0,65.44556628462311,0.19502031774162926,0.3689094246471303,2.5515605409351636,DE
symptom:Oral candidiasis,0.6949463429196288,6.605457351076345,29.0,45.05780610273585,0.2539536996012406,-0.135833346065116,0.1544319229724743,DE
symptom:Orthostatic hypotension,0.14088389304367335,5.821978406361495,27.0,81.32862887747646,0.16924401860877275,0.3764766923955891,2.193571411469022,DE
symptom:Osteopenia,0.05925730225946205,8.750446230774099,-12.0,40.051679654699655,0.3236959301221597,0.46166371289322594,3.617979212540597,DE
symptom:Osteophyte,0.752851492695819,7.428610506443722,24.0,35.34290904740873,0.2460823717516519,-0.15164993931921877,0.09954912103427611,DE
symptom:Osteoporosis,0.2321231926653973,9.033744014605164,11.0,54.11524511783507,0.32776002637043516,0.39417501641479724,1.4405405616221187,DE
symptom:Otitis,0.20294613829283253,6.140596898537882,27.0,80.89047690124646,0.15724234470536114,-0.5191844040762073,1.636665093100177,DE
symptom:Otitis externa,0.6952889562355573,6.371340789373578,27.0,82.79662425799975,0.15456031739638298,-0.29858487399471123,0.1540667332441018,DE
symptom:Otitis media,0.005582631657273484,7.256956136464335,28.0,59.88079621951727,0.23850677653648966,-0.9366273181846951,7.929244031595657,DE
symptom:Pain,0.9160869750916978,8.84077221471727,27.0,49.93367331825501,0.2915518183874023,-0.053843150291572606,0.011142617215104716,DE
symptom:Palpitations,0.6429789565809503,8.30212802001616,3.0,47.0564392532358,0.3287701595037661,0.11843284943574339,0.2158225821200592,DE
symptom:Panic attack,0.044936000098769295,6.984611408381901,-94.0,37.534181310712746,0.23804173341058582,0.26990218465628235,4.095734865430438,DE
symptom:Papule,0.5198031390090188,7.424952001181508,28.0,28.710899227923296,0.26914788559050856,0.07301727957465509,0.416429860999464,DE
symptom:Paranoia,0.8141804886177482,8.545952591936198,-39.0,46.10843504439801,0.30407169915817456,0.03619627824545546,0.05545529879717542,DE
symptom:Paresthesia,0.42932381654689766,7.191181214000887,-22.0,50.57982373382481,0.2778135418697386,0.1829011962782472,0.6283716697948876,DE
symptom:Pelvic inflammatory disease,0.6908744570693306,2.0038189038790635,-69.0,73.50653087129595,0.06148726896546118,0.02368939852772045,0.15881047009451887,DE
symptom:Pericarditis,0.6889602365405274,5.7463003987594155,-30.0,49.04603883072335,0.20876220646876387,0.13039875941515522,0.16089841623331505,DE
symptom:Periodontal disease,0.18709211823086402,8.551526608575788,-99.0,39.99274676547301,0.33569593363855654,0.2781657066902987,1.757907839270457,DE
symptom:Periorbital puffiness,0.8313386049445521,7.673839841266782,6.0,58.24435010911197,0.3027218075167112,0.1798655390957622,0.045536061108216536,DE
symptom:Peripheral neuropathy,0.172793476883329,9.881355441191507,13.0,43.71633032663533,0.3733479133294708,0.32637606080229276,1.8780834354394305,DE
symptom:Perspiration,0.8351306539348484,6.266340986361371,27.0,68.06598254047142,0.16157077348307278,-0.1463736309145296,0.043481666958883725,DE
symptom:Petechia,0.054231530545706154,6.664268028877478,-33.0,49.01106060047703,0.21323130652349556,0.23837472959941408,3.770015778992474,DE
symptom:Phlegm,1.5761303597058264e-05,5.353892892029217,-95.0,75.3886153253773,0.18975831785193306,-0.8361751743114958,20.048413861120192,DE
symptom:Photodermatitis,0.17340907751927914,1.491568161907543,-52.0,29.895411934099265,0.04107312840957666,0.08128769314762385,1.8819850009844634,DE
symptom:Photophobia,0.9133949903829408,7.670750258455176,-47.0,43.41780160250778,0.2674221680697091,-0.054216511593561556,0.011871911851995926,DE
symptom:Photopsia,0.9255758287997983,6.972791526889887,-23.0,39.53296309793843,0.2510622507753655,0.08820811443762455,0.008758086601682154,DE
symptom:Pleural effusion,0.0021625114877674868,7.309674789543642,8.0,43.36794045624335,0.24957623393885695,0.7628728400531681,9.773270073231357,DE
symptom:Pleurisy,0.17219072360309792,6.408708261167278,-95.0,45.632452053464256,0.24114834655818268,-0.3829097353687505,1.883401667069513,DE
symptom:Pneumonia,0.0009310868620886877,4.040460900826122,-96.0,90.71690137321315,0.14335295956882385,-0.6464251863401071,11.453260822596937,DE
symptom:Podalgia,0.4445771223049755,9.740619497176873,-24.0,59.406168946965124,0.31636591288640475,-0.021370550878746286,0.5878339024996888,DE
symptom:Polycythemia,0.10504744285299013,4.105896548798536,-87.0,57.86672449434159,0.13553915478087086,0.22861923660668104,2.6623188336005428,DE
symptom:Polydipsia,0.6677805600008082,7.344661054497121,-47.0,40.115517150755814,0.27420848717570034,0.09372815438389193,0.1850074953907775,DE
symptom:Polyneuropathy,0.0786875927820008,5.73784337616305,-66.0,38.14651593572344,0.2046216839277803,0.19205527248560017,3.1384953305844214,DE
symptom:Polyuria,0.11327824975514793,7.4276869621994726,-59.0,36.858786631061776,0.27164152461348323,-0.39593078842431684,2.5402994726841395,DE
symptom:Poor posture,0.23014924817342428,7.473265068347033,-77.0,30.937206539123483,0.263322831027749,0.23086857349152368,1.452848429442742,DE
symptom:Post-nasal drip,1.0250291218039509e-05,7.419187712302468,-2.0,64.84067054886548,0.2706490375621523,-0.8735765273470193,20.995829991060347,DE
symptom:Postural orthostatic tachycardia syndrome,0.32703358896108703,6.119481707029665,26.0,72.41773561948742,0.21035714891731638,-0.10989734066120516,0.9675191733876138,DE
symptom:Prediabetes,0.0759702974621666,8.876048305556505,7.0,55.589246937939784,0.3163856264839872,0.4788873362643846,3.1972992721336135,DE
symptom:Proteinuria,0.1460406147637675,8.002939957408492,7.0,51.3730530988152,0.2823399030971744,0.4039575800020003,2.1373443233805,DE
symptom:Pruritus ani,0.8147159726519217,6.146766251028546,-62.0,50.05849899772042,0.21841196911196917,-0.08944743338185912,0.05513017079538749,DE
symptom:Psychosis,0.06275722777032727,7.265128619458415,15.0,51.34169683074207,0.2396251974250045,0.3787343949542592,3.520074065413043,DE
symptom:Ptosis,0.5013463543411205,6.719977354403584,13.0,61.638709276457924,0.2484751513808891,-0.0009402845468402532,0.45448996363588834,DE
symptom:Pulmonary edema,0.8339257518751237,4.457443509082853,-91.0,50.21673419844256,0.16010797888051984,0.08646064096883732,0.04412907026632753,DE
symptom:Pulmonary hypertension,0.10014234448373341,6.163532897651753,-99.0,49.49234619974856,0.21171125941515287,0.4163297518830307,2.7401862600212157,DE
symptom:Purpura,0.21666472790738836,6.522587791387368,-20.0,40.923768924707915,0.20984096788485998,0.15943087455514782,1.5404978352655971,DE
symptom:Pus,0.27569467138813814,7.333027406797901,26.0,42.997479388267,0.24324108329641125,0.04879264510412007,1.1977379668166357,DE
symptom:Pyelonephritis,0.13591003812703653,7.836320672386246,-12.0,51.81710732569375,0.2900209516520992,-0.3235362038640712,2.2500622452233006,DE
symptom:Radiculopathy,0.4083158119751661,7.8258736708019505,28.0,54.425544368953666,0.2795588170137351,0.2142514953478054,0.6879193342156745,DE
symptom:Rectal pain,0.458038062181366,6.678265597937729,-48.0,47.929780737084954,0.2621307246143312,0.1847222781649016,0.5538138398815614,DE
symptom:Rectal prolapse,0.2928074371708834,3.393396761731533,25.0,95.39555987811907,0.07910851230868488,0.08928479817176926,1.1152260307667592,DE
symptom:Red eye,0.5670802261237995,7.544472341193652,19.0,52.06022019962095,0.29162300825415577,-0.14327442196294982,0.3291847686681834,DE
symptom:Renal colic,0.26176179269745226,7.685210922743279,11.0,36.436348584531764,0.2752710747848798,0.12804141501294009,1.2698656519008586,DE
symptom:Restless legs syndrome,0.05327500168439426,8.9205681090927,-26.0,43.6812365202759,0.34470598877566094,-0.5430069413676009,3.800661452341256,DE
symptom:Rheum,0.955322220978075,5.976937247860456,22.0,73.12230395069953,0.17276299465988854,-0.059340531212835224,0.0031502665883330586,DE
symptom:Rhinitis,0.02584661830471209,7.438338301043219,17.0,80.22098530993095,0.2535810005236234,-0.5246233938856895,5.07613358855051,DE
symptom:Rhinorrhea,0.00012581680290083634,7.408874665698683,-2.0,54.69509017194326,0.2696553613657109,-0.7995964362545438,15.580779103163783,DE
symptom:Rosacea,0.5868959063367732,2.8586751869327505,9.0,118.58551286037044,0.032986649400795084,0.05932471257805039,0.2966179164108422,DE
symptom:Round ligament pain,0.3672780818944592,6.9848977783404,-49.0,28.543369198674544,0.2658238601599257,-0.18428381543135774,0.818257507452672,DE
symptom:Rumination,0.24827120392012073,8.968409392999556,5.0,40.85639979450425,0.34614580899826797,0.30515164941394346,1.3444293789505137,DE
symptom:Scar,0.010440467357051415,8.007342847593065,-42.0,37.51990139550557,0.240584196146103,0.5278358168349531,6.742711573025531,DE
symptom:Sciatica,0.4880617134869817,8.447965428008194,30.0,65.49267823981113,0.3076947660418794,-0.19355884751465702,0.4834048447721272,DE
symptom:Scoliosis,0.04397749696891887,6.981149337197187,-101.0,38.06148753646177,0.25707500987917464,0.36379791399729466,4.133349725160276,DE
symptom:Seborrheic dermatitis,0.25260397558295916,6.865800673997396,14.0,42.65634664698814,0.270089183818692,-0.22494730199648227,1.3199441595550958,DE
symptom:Self-harm,0.07779357345842096,8.18957261170376,-44.0,30.241226676601617,0.29904311373163833,0.279003783102147,3.1575953427761436,DE
symptom:Sensitivity to sound,0.5612316765063696,2.3938723969871516,-5.0,72.63600794866308,0.05677821887461232,-0.09757465662383713,0.33922944240856817,DE
symptom:Sexual dysfunction,0.8360698381055147,5.816311825198799,-101.0,30.419462808350147,0.2281855513839984,0.05154023739011038,0.042980498284064396,DE
symptom:Shallow breathing,0.4409294896799357,3.861693778087221,-92.0,78.30285704112744,0.13246082030508263,-0.20040508892967868,0.597409195665511,DE
symptom:Sharp pain,0.3637088884261501,8.524942084942086,-22.0,33.516760577343675,0.33240038610038625,-0.06313564149629691,0.8305688368656617,DE
symptom:Shivering,1.2596300433586792e-05,3.422323277077375,-2.0,69.36918112496336,0.12119655616868735,-0.5373778547549035,20.54107704597497,DE
symptom:Shortness of breath,0.3691316254646735,3.630729975169178,-94.0,109.11603446388021,0.07460051542284117,-0.20629440621184925,0.8119297977936124,DE
symptom:Shyness,0.0342371984701355,7.606432096313385,-48.0,43.32848910269887,0.2608982705147205,0.5124944616747902,4.573857708900031,DE
symptom:Sinusitis,2.728821512812015e-07,6.221689609337998,-2.0,73.52863987837395,0.22239639512321818,-0.8993867355201441,29.270221919632807,DE
symptom:Skin condition,0.014980691046641013,7.370794632803958,28.0,77.21728416108292,0.2055276662208908,0.3551741168149638,6.070966136801021,DE
symptom:Skin rash,0.18710602210411612,6.795844507147355,29.0,68.92462953219795,0.14935864542281713,0.09261012522444911,1.7577962654042067,DE
symptom:Skin tag,0.08834405981047551,8.00078195164593,-29.0,57.407229358482226,0.22201156162808805,0.18892215210336438,2.9461221145437384,DE
symptom:Skin ulcer,0.49231632877838716,5.817346338029023,-99.0,47.81417375549869,0.19920632309830602,0.1098057185863146,0.4740012524215604,DE
symptom:Sleep apnea,0.35377529267019137,7.309830527248559,6.0,46.27871099724232,0.2844438875350761,0.19143821075173673,0.8657353966920855,DE
symptom:Sleep deprivation,0.6196561252711275,6.556913214443951,-89.0,33.07183199597344,0.2496374058484714,-0.01979258972087017,0.24747501733947175,DE
symptom:Sleep disorder,0.39905189479636816,7.781957160356389,-48.0,60.057078490316336,0.29758641648950235,0.23379513967749244,0.7156431948047289,DE
symptom:Snoring,0.7297265940998616,6.955960644485233,-98.0,51.47751417026497,0.2639870174624273,0.1775407726227396,0.11985160370714008,DE
symptom:Sore throat,2.4698891398476804e-06,5.461119819567052,-96.0,64.30632529946229,0.18819021777398867,-0.9341903970586474,24.181980608562,DE
symptom:Spasticity,0.0850081653795074,5.8856919214296255,-11.0,35.09475167756299,0.21025235563432282,0.3347481908137624,3.0098639453295606,DE
symptom:Splenomegaly,0.841559047260337,6.0286368335548675,-46.0,33.714395540242286,0.21268489391030376,0.002139024270170431,0.04011185023445699,DE
symptom:Sputum,0.0014675812320607536,5.081242669863692,-95.0,65.47995873242284,0.18294073992024817,-0.6532708697125278,10.541537033805465,DE
symptom:Stomach rumble,0.11602590964150328,7.500395990252547,-43.0,44.16329959705173,0.2924116360212672,-0.19760190518387244,2.5017484564189756,DE
symptom:Strabismus,0.037034920720939106,7.211322480597997,-99.0,37.92460418306628,0.2658822301942344,0.4352065973959167,4.434933963210436,DE
symptom:Stretch marks,0.13797030207016672,7.878824448232616,-29.0,50.30221449318446,0.2155375329483415,0.10503818628297878,2.226383100234513,DE
symptom:Stridor,0.2564783240982481,6.877074102791315,37.0,47.27263140580509,0.25256515839610105,-0.2493215551617194,1.2984863357358234,DE
symptom:Stroke,0.7822243639217777,1.4627627073387577,11.0,84.36946138736427,0.018465869098932827,0.011919077366368602,0.07670965821793226,DE
symptom:Stuttering,0.4668831740425109,2.858076769292283,-67.0,70.79148009755797,0.07668192993073042,0.01114797324313499,0.5323093356980324,DE
symptom:Subdural hematoma,0.3346515019608094,5.642265544232757,10.0,37.63011234641099,0.19785101166740515,0.07490031014621223,0.9374078458726499,DE
symptom:Suicidal ideation,0.17222116692499703,6.280290747105103,-100.0,64.01256384392372,0.2225281346920691,0.14239902285980932,1.8831325408070767,DE
symptom:Swelling,0.32076437879313957,8.240380537174815,27.0,67.809484984696,0.23764559846123307,0.09838392656410733,0.9930110032601942,DE
symptom:Swollen feet,0.3694269902146652,6.8657696523097735,-28.0,62.844934190216186,0.15091820185154958,0.033383858405428235,0.810925580161952,DE
symptom:Swollen lymph nodes,0.8330150667926031,5.503813180862361,29.0,56.41049225409985,0.19823710009775583,0.0072339318240963735,0.044621704706977953,DE
symptom:Syncope,0.10810127776075638,7.897132993649386,26.0,65.13351334537249,0.2835946730542017,0.3381775217840808,2.615846312664212,DE
symptom:Tachycardia,0.5330968391204529,6.509232305464262,13.0,58.97698070022235,0.2581545341524544,0.07036086735132585,0.3904604101260646,DE
symptom:Tachypnea,0.6270013428799459,9.300364677413858,-13.0,39.761921166200175,0.3468365768037899,-0.09975460959067561,0.23721758483845368,DE
symptom:Telangiectasia,0.06807450801880374,7.4725450977909995,24.0,74.46623430603114,0.21133538831571624,0.4143819229065153,3.3820663898048076,DE
symptom:Tenderness,0.8361935085122482,5.864109046365555,-56.0,24.35332097335227,0.2326536917824285,0.08845161458469075,0.042914730944835465,DE
symptom:Testicular pain,0.7930613333600316,6.467035888347364,-80.0,38.149857397311195,0.23255388364404755,-0.04077059404928196,0.06908994202575754,DE
symptom:Throat irritation,2.9828307411763974e-08,5.131275458430402,-2.0,70.59783898547717,0.1708267183100604,-0.9872096845655802,34.57304241658594,DE
symptom:Thrombocytopenia,0.09425958673352465,4.857629716557495,6.0,52.375346371832556,0.16699371025877452,0.3513663197978678,2.8393226950950106,DE
symptom:Thyroid nodule,0.0485224451790115,9.278948825875055,7.0,45.06296992347974,0.3296091326982721,0.4516707281051531,3.9622083407682718,DE
symptom:Tic,0.45311017535877773,6.3528430069413675,20.0,65.39011577068842,0.17663375178457144,-0.002719440752228408,0.566083622578484,DE
symptom:Tinnitus,0.5454969932611577,3.8387205174090426,-42.0,81.85009483239257,0.13659852896328306,0.056206664403385176,0.36727350987896645,DE
symptom:Tonsillitis,0.00104624812030663,5.91230166808368,-97.0,71.2746954954799,0.2119594295225664,-0.7535846435713527,11.218604516661287,DE
symptom:Toothache,0.08596439461360378,7.5373980948161305,13.0,37.70319778877949,0.2866890839610103,-0.5163690739920259,2.9913164030293484,DE
symptom:Tremor,0.8975083837023875,4.0202203514990416,-52.0,55.94909111229251,0.157251369073992,-0.06543021710234775,0.01665356469757868,DE
symptom:Trichoptilosis,0.5461896096621655,6.261185084998718,-90.0,40.916517220547135,0.2481902385560712,0.0931394725182475,0.3660204940929318,DE
symptom:Tumor,0.006959748661530075,3.3332607732465176,-49.0,59.3795207872243,0.10885398497978682,0.36380233201330947,7.508367374531136,DE
symptom:Type 2 diabetes,0.024000137333833185,8.550392283834906,7.0,58.18720194647739,0.29856017944173685,0.5896339593060906,5.209808535573918,DE
symptom:Unconsciousness,0.20931466429696005,7.57811953454749,17.0,28.35947422690919,0.29819445934286315,0.21908914954643866,1.5910857496685393,DE
symptom:Underweight,0.17069590703844847,6.113258951947476,-44.0,53.369805722263095,0.15466684657832197,0.13249768397309358,1.8966845248259765,DE
symptom:Upper respiratory tract infection,0.061394486467991824,2.7123677447939745,-95.0,93.01022420074361,0.08742357997341603,-0.3179330970314589,3.5574788947637757,DE
symptom:Urethritis,0.3209131868276912,5.9031254615271,-101.0,39.07829471540449,0.2173743077093487,0.01031420765027491,0.9923982685986544,DE
symptom:Urinary incontinence,0.1431972536667528,8.576250276916262,9.0,49.75088989542861,0.3012813676894108,0.428280073105892,2.16806283951297,DE
symptom:Urinary tract infection,0.5590312617254496,9.10442285616466,29.0,48.522104612441595,0.34602325593104283,-0.06738429935151125,0.34306105153002253,DE
symptom:Urinary urgency,0.22987872295700035,7.2993221089942395,-13.0,37.08033188216344,0.2632808373947718,0.28282676118741623,1.4545451968093328,DE
symptom:Uterine contraction,0.29022531408919594,7.192250667300649,-12.0,35.326011846947,0.23343939181084333,0.12615926602332017,1.1272753595974614,DE
symptom:Vaginal bleeding,0.5307271312972524,7.03192290651307,-70.0,36.49435661837421,0.24995176118741688,-0.008234698398633,0.3950040450821027,DE
symptom:Vaginal discharge,0.6794405006253138,6.857189081779243,-100.0,53.62977358287496,0.2708239394386935,0.13829298747331364,0.17148784153611474,DE
symptom:Vaginitis,0.4612333460282254,7.3489649485551105,-100.0,49.40480831213874,0.26902520553340226,-0.0034066853738989877,0.5459693511458568,DE
symptom:Varicose veins,0.15102598187759586,7.459848471422241,25.0,68.02850510380452,0.2065733274257865,0.20255117412494528,2.0850946268813266,DE
symptom:Vasculitis,0.8186100095665867,2.562654248248946,30.0,90.48845076139239,0.06277647790797425,0.00817362531698107,0.05279614315828872,DE
symptom:Ventricular fibrillation,0.26156862687799415,4.224862999323741,13.0,65.7926967019084,0.13607666208054472,0.10731525313061008,1.2708993010127079,DE
symptom:Ventricular tachycardia,0.04460825871695785,4.727842916887299,13.0,60.229605155925576,0.14846613786917667,0.19738266855419973,4.108499577139167,DE
symptom:Vertigo,0.6659656099939502,7.1721564655990875,-23.0,46.48445951189198,0.2740825447813152,-0.009011118847185529,0.1871666251189003,DE
symptom:Viral pneumonia,0.07167506320994059,3.168750361195123,-85.0,80.14913842884619,0.11119915817456802,-0.3591011538980178,3.3000199436408173,DE
symptom:Visual acuity,0.4556512665138758,6.259443821835336,-46.0,38.430877324722616,0.2354510802991999,0.3815580286168503,0.5597304286396584,DE
symptom:Vomiting,0.05155474359851785,7.411857699257923,11.0,69.66944293503771,0.24441919380542673,-0.42180859084129185,3.857288366064792,DE
symptom:Wart,0.04988649907827599,8.336261695639708,-23.0,65.14175766448619,0.1920351683650864,0.2342118637441688,3.9141681281831584,DE
symptom:Water retention,0.2777759133293261,8.467900500031648,-28.0,52.927016737000294,0.28037151085511747,0.08893094499651877,1.1873588424528094,DE
symptom:Weakness,0.1447686669796712,7.1617141731895835,0.0,45.0541567531201,0.27796856692758337,0.21214739329493337,2.1510010581592636,DE
symptom:Weight gain,0.008697872548034606,8.659336575956447,-30.0,35.648164712190244,0.3030686152595853,0.4837556331805022,7.086071403988449,DE
symptom:Wheeze,0.16888702156059798,6.197900359375766,-95.0,60.969800669113425,0.24116760818195243,-0.23835474819081437,1.9129396421400644,DE
symptom:Xeroderma,0.28814805372633917,4.282260318325893,-90.0,76.53359029288416,0.1628405132749395,0.287095600013632,1.1370691846619734,DE
symptom:Xerostomia,0.2685100763348253,7.507055490662049,2.0,58.81669735311589,0.28981560397953854,0.43591654247391887,1.234343282697206,DE
symptom:Yawn,0.33673873078976,7.129126052281788,-93.0,25.25681958512551,0.26762865529463886,0.2598720646876371,0.9293180028632915,DE
symptom:hyperhidrosis,0.8975546224346325,6.678268029860978,-21.0,47.572349441023114,0.21070922747678084,-0.04206619239096909,0.016638457488811348,DE
symptom:pancreatitis,0.8617160713458063,1.953356554086955,24.0,82.91246994356614,0.04419709638221244,-0.003121202682962343,0.03045651049478451,DE
symptom:Abdominal obesity,0.024617304892548823,6.50756867334388,-85.0,43.62099070812731,0.18014071707453472,0.5064383068443963,5.163961188355778,DC
symptom:Abdominal pain,0.6858613461575247,3.3648076920050833,-70.0,52.613656448658716,0.12354108499401259,-0.1725663113382172,0.16429890388217191,DC
symptom:Acne,0.1418524622211825,5.095950007710466,-90.0,63.05390179772471,0.13848409612659116,0.22776757619594834,2.182833894930825,DC
symptom:Actinic keratosis,0.08030192509464007,5.986873972333221,29.0,41.362316715217226,0.21636004525247227,0.41357995774562184,3.104597590074058,DC
symptom:Acute bronchitis,0.023820905779918074,4.0056942983748245,-95.0,73.72721821668758,0.13824226984303856,-0.676681996980748,5.223355310341352,DC
symptom:Adrenal crisis,0.8412565674151431,3.171753275651266,-64.0,75.62068085851074,0.08759168778604853,0.09513325119806604,0.04027303247046227,DC
symptom:Ageusia,0.002497268470924002,2.6927630174471635,-92.0,68.15809507336799,0.09209729850369709,-0.6948966076037804,9.492718804772457,DC
symptom:Alcoholism,0.7445333287094611,3.924955800044575,-72.0,50.445488312375666,0.14626947541650934,-0.13463473214851218,0.10661177988412164,DC
symptom:Allergic conjunctivitis,0.8313376603240615,3.362908415171725,-36.0,73.46325377247504,0.0736444495228015,-0.14846677050570367,0.04554593705727662,DC
symptom:Allergy,0.9354850844801275,5.752092977539604,15.0,63.928402141371,0.1362424104674718,-0.4394469393129392,0.0065763312188967,DC
symptom:Amblyopia,0.2104866274979932,5.896003260426573,-23.0,42.95685297552738,0.20012759135986963,0.31414753430240516,1.5828782589890336,DC
symptom:Amenorrhea,0.34740996103790267,6.420611200600332,-67.0,46.97871484416609,0.202219224872397,0.0993427394052313,0.8889933698411335,DC
symptom:Amnesia,0.07829787927022566,6.166272492620816,17.0,48.97342069963181,0.2138612203751961,0.4149803633399598,3.146792058508085,DC
symptom:Anal fissure,0.410389150689094,6.038007743513109,-51.0,32.88621403112169,0.22619020853144955,0.33958701263415403,0.6818409182467126,DC
symptom:Anaphylaxis,0.36045677861752556,5.487157757637312,-39.0,69.87929540260956,0.13101528756229205,-0.0371725287497604,0.8419338698798944,DC
symptom:Anemia,0.08567959220254359,5.524682262109342,-44.0,63.24219362579409,0.1771750307648219,0.44586829185577503,2.996816899047651,DC
symptom:Angina pectoris,0.5885588730627108,2.198096032581624,6.0,92.15070372409225,0.04133896655515554,0.10864939942489715,0.29398510375690146,DC
symptom:Angioedema,0.6450634557921107,1.887998191482136,21.0,72.6287111642705,0.05438188807566907,0.00715818587827699,0.21312209161993323,DC
symptom:Angular cheilitis,0.021696612956676003,5.79183648055065,-62.0,29.883527642936127,0.21163740207399354,0.6008128424580006,5.392583810034637,DC
symptom:Anosmia,0.06432064843752044,2.1899276854106358,-93.0,87.91231417262989,0.06608818043117051,-0.28338366791022573,3.478640575573265,DC
symptom:Anxiety,0.06318374333809884,5.164122477320413,10.0,69.27836242320866,0.1403145828616281,0.4441262509622783,3.5085465545272916,DC
symptom:Aphasia,0.7775534850304708,1.131607300750846,12.0,80.84535161792843,0.005403892813203746,0.022738672152775474,0.08012637859286442,DC
symptom:Aphonia,0.6479380489880442,5.471946746365984,-26.0,46.18984736443736,0.16096728414229433,-0.31112329458342236,0.20953711109842948,DC
symptom:Apnea,0.32211142816275895,7.123719603314768,9.0,40.406381829934254,0.27597906194810495,0.3923227143051218,0.9874780664267794,DC
symptom:Arthralgia,0.2035437986760814,5.3450666640790265,-79.0,67.04850289972744,0.1900714552564675,-0.525450249383816,1.632315709564346,DC
symptom:Arthritis,0.6256837513995364,2.735476810033653,-92.0,67.03649357760008,0.056709108930705895,-0.02339089378175796,0.23903773906625933,DC
symptom:Ascites,0.9715735390203001,5.822610940148727,9.0,32.511022490237636,0.17945489743241405,-0.04355209299303642,0.001274489611774674,DC
symptom:Asperger syndrome,0.6278795343452052,3.0913338679731743,-35.0,67.14419585672805,0.09233622929913975,0.2157864829609113,0.2360092112127203,DC
symptom:Asphyxia,0.6600030714658993,1.4837592080712192,-83.0,82.04255180363289,0.023923610437246494,-0.020016205096357154,0.19436508413595094,DC
symptom:Asthma,0.9790981976143682,3.9804833098326537,-94.0,108.25732209755175,0.062450423129353685,-0.1570015240308118,0.0006889263717435681,DC
symptom:Astigmatism,0.07861423745053303,5.32050258282776,-45.0,32.0663131525846,0.1808798678599475,0.535944214896575,3.1400535918393793,DC
symptom:Ataxia,0.2066147231764177,5.337684611951016,-8.0,33.04765268440121,0.16980572078716014,0.19430589787877928,1.6102046035412907,DC
symptom:Atheroma,0.23954118452806236,5.162376035864693,-96.0,37.546741257679045,0.17596152394753128,0.368394239913056,1.3955846046451292,DC
symptom:Attention deficit hyperactivity disorder,0.31649552875852577,8.065547376213997,5.0,43.790274663981606,0.29005524383316234,0.6339441021631655,1.0107504068267474,DC
symptom:Auditory hallucination,0.14644288850580514,6.369077269090855,-44.0,31.073422354377822,0.24872179202704953,-0.18810095246720682,2.1330533301664465,DC
symptom:Autoimmune disease,0.6501742442186026,1.7787402028653192,12.0,96.19954942242445,0.02497773164016493,0.0019714563051664857,0.20658805118472562,DC
